Batch,Instrument,QC Name,Date QC,Analyte,Result
ENBS_250619_BATCH,SCIEX-Gromit,ENBS3,2025-06-19,C5 IS Int,153462.0
ENBS_250619_BATCH,SCIEX-Gromit,ENBS1,2025-06-19,C5 IS Int,172476.0
ENBS_250619_BATCH,SCIEX-Gromit,ENBS2,2025-06-19,C5 IS Int,164306.0
ENBS_250619_BATCH,SCIEX-Gromit,ENBS3,2025-06-19,C5 IS Int,160834.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS1,2025-06-20,C5 IS Int,182481.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS2,2025-06-20,C5 IS Int,174409.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS3,2025-06-20,C5 IS Int,166134.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS1,2025-06-20,C5 IS Int,164341.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS2,2025-06-20,C5 IS Int,157526.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS3,2025-06-20,C5 IS Int,169112.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS1,2025-06-20,C5 IS Int,173960.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS2,2025-06-20,C5 IS Int,167140.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS3,2025-06-20,C5 IS Int,153308.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS1,2025-06-20,C5 IS Int,173544.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS2,2025-06-20,C5 IS Int,155274.0
ENBS_250620_BATCH,SCIEX-Gromit,ENBS3,2025-06-20,C5 IS Int,157997.0
ENBS_250623_EQARI,SCIEX-Gromit,ENBS1,2025-06-23,C5 IS Int,189416.0
ENBS_250623_EQARI,SCIEX-Gromit,ENBS2,2025-06-23,C5 IS Int,176918.0
ENBS_250623_EQARI,SCIEX-Gromit,ENBS3,2025-06-23,C5 IS Int,172688.0
ENBS_250623_EQARI,SCIEX-Gromit,ENBS1,2025-06-23,C5 IS Int,181221.0
ENBS_250623_EQARI,SCIEX-Gromit,ENBS2,2025-06-23,C5 IS Int,166215.0
ENBS_250623_EQARI,SCIEX-Gromit,ENBS3,2025-06-23,C5 IS Int,171760.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS1,2025-06-23,C5 IS Int,190541.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS2,2025-06-23,C5 IS Int,170863.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS3,2025-06-23,C5 IS Int,160249.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS1,2025-06-23,C5 IS Int,175810.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS2,2025-06-23,C5 IS Int,161023.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS3,2025-06-23,C5 IS Int,163367.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS1,2025-06-23,C5 IS Int,174666.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS2,2025-06-23,C5 IS Int,168898.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS3,2025-06-23,C5 IS Int,160869.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS1,2025-06-23,C5 IS Int,178835.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS2,2025-06-23,C5 IS Int,172346.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS3,2025-06-23,C5 IS Int,155766.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS1,2025-06-23,C5 IS Int,178983.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS2,2025-06-23,C5 IS Int,167309.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS3,2025-06-23,C5 IS Int,162628.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS1,2025-06-23,C5 IS Int,175412.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS2,2025-06-23,C5 IS Int,171472.0
ENBS_250623_BATCH,SCIEX-Gromit,ENBS3,2025-06-23,C5 IS Int,154420.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS1,2025-06-24,C5 IS Int,175534.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS2,2025-06-24,C5 IS Int,177647.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS3,2025-06-24,C5 IS Int,157581.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS1,2025-06-24,C5 IS Int,175995.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS2,2025-06-24,C5 IS Int,162248.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS3,2025-06-24,C5 IS Int,148767.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS1,2025-06-24,C5 IS Int,179190.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS2,2025-06-24,C5 IS Int,160422.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS3,2025-06-24,C5 IS Int,152524.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS1,2025-06-24,C5 IS Int,172894.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS2,2025-06-24,C5 IS Int,164962.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS3,2025-06-24,C5 IS Int,164467.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS1,2025-06-24,C5 IS Int,166340.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS2,2025-06-24,C5 IS Int,158188.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS3,2025-06-24,C5 IS Int,150793.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS1,2025-06-24,C5 IS Int,168624.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS2,2025-06-24,C5 IS Int,148819.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS3,2025-06-24,C5 IS Int,148735.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS1,2025-06-24,C5 IS Int,163631.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS2,2025-06-24,C5 IS Int,164710.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS3,2025-06-24,C5 IS Int,164969.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS1,2025-06-24,C5 IS Int,162401.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS2,2025-06-24,C5 IS Int,160385.0
ENBS_250624_BATCH,SCIEX-Gromit,ENBS3,2025-06-24,C5 IS Int,164338.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS1,2025-06-25,C5 IS Int,170709.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS2,2025-06-25,C5 IS Int,160382.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS3,2025-06-25,C5 IS Int,154058.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS1,2025-06-25,C5 IS Int,157505.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS2,2025-06-25,C5 IS Int,147182.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS3,2025-06-25,C5 IS Int,144506.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS1,2025-06-25,C5 IS Int,160438.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS2,2025-06-25,C5 IS Int,153940.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS3,2025-06-25,C5 IS Int,143331.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS1,2025-06-25,C5 IS Int,163601.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS2,2025-06-25,C5 IS Int,150451.0
ENBS_250625_BATCH,SCIEX-Gromit,ENBS3,2025-06-25,C5 IS Int,154921.0
ENBS_250625_ISCHK,SCIEX-Gromit,ENBS1,2025-06-25,C5 IS Int,162320.0
ENBS_250625_ISCHK,SCIEX-Gromit,ENBS2,2025-06-25,C5 IS Int,156645.0
ENBS_250625_ISCHK,SCIEX-Gromit,ENBS3,2025-06-25,C5 IS Int,150511.0
ENBS_250625_ISCHK,SCIEX-Gromit,ENBS1,2025-06-25,C5 IS Int,149462.0
ENBS_250625_ISCHK,SCIEX-Gromit,ENBS2,2025-06-25,C5 IS Int,146027.0
ENBS_250625_ISCHK,SCIEX-Gromit,ENBS3,2025-06-25,C5 IS Int,146858.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS1,2025-06-26,C5 IS Int,156117.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS2,2025-06-26,C5 IS Int,153983.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS3,2025-06-26,C5 IS Int,149466.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS1,2025-06-26,C5 IS Int,142931.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS2,2025-06-26,C5 IS Int,141851.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS3,2025-06-26,C5 IS Int,144970.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS1,2025-06-26,C5 IS Int,155052.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS2,2025-06-26,C5 IS Int,145719.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS3,2025-06-26,C5 IS Int,148514.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS1,2025-06-26,C5 IS Int,148683.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS2,2025-06-26,C5 IS Int,150724.0
ENBS_250626_BATCH,SCIEX-Gromit,ENBS3,2025-06-26,C5 IS Int,143249.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS1,2025-06-27,C5 IS Int,153911.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS2,2025-06-27,C5 IS Int,150033.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS3,2025-06-27,C5 IS Int,147839.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS1,2025-06-27,C5 IS Int,155140.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS2,2025-06-27,C5 IS Int,152848.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS3,2025-06-27,C5 IS Int,152560.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS1,2025-06-27,C5 IS Int,154640.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS2,2025-06-27,C5 IS Int,148177.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS3,2025-06-27,C5 IS Int,149935.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS1,2025-06-27,C5 IS Int,150824.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS2,2025-06-27,C5 IS Int,147387.0
ENBS_250627_BATCH,SCIEX-Wallace,ENBS3,2025-06-27,C5 IS Int,150735.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS1,2025-06-30,C5 IS Int,155601.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS2,2025-06-30,C5 IS Int,165475.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS3,2025-06-30,C5 IS Int,145401.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS1,2025-06-30,C5 IS Int,171425.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS2,2025-06-30,C5 IS Int,165039.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS3,2025-06-30,C5 IS Int,163093.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS1,2025-06-30,C5 IS Int,176849.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS2,2025-06-30,C5 IS Int,158071.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS3,2025-06-30,C5 IS Int,154815.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS1,2025-06-30,C5 IS Int,174241.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS2,2025-06-30,C5 IS Int,173698.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS3,2025-06-30,C5 IS Int,156410.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS1,2025-06-30,C5 IS Int,176314.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS2,2025-06-30,C5 IS Int,173514.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS3,2025-06-30,C5 IS Int,159912.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS1,2025-06-30,C5 IS Int,167572.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS2,2025-06-30,C5 IS Int,164365.0
ENBS_250630_BATCH,SCIEX-Gromit,ENBS3,2025-06-30,C5 IS Int,157139.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS1,2025-07-01,C5 IS Int,160215.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS2,2025-07-01,C5 IS Int,154889.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS3,2025-07-01,C5 IS Int,156986.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS1,2025-07-01,C5 IS Int,172344.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS2,2025-07-01,C5 IS Int,181647.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS3,2025-07-01,C5 IS Int,175621.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS1,2025-07-01,C5 IS Int,178693.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS2,2025-07-01,C5 IS Int,172153.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS3,2025-07-01,C5 IS Int,167583.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS1,2025-07-01,C5 IS Int,154645.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS2,2025-07-01,C5 IS Int,156720.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS3,2025-07-01,C5 IS Int,160708.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS1,2025-07-01,C5 IS Int,164399.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS2,2025-07-01,C5 IS Int,163793.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS3,2025-07-01,C5 IS Int,155966.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS1,2025-07-01,C5 IS Int,156547.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS2,2025-07-01,C5 IS Int,157958.0
ENBS_250701_BATCH,SCIEX-Wallace,ENBS3,2025-07-01,C5 IS Int,153867.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS1,2025-07-02,C5 IS Int,193185.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS2,2025-07-02,C5 IS Int,179429.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS3,2025-07-02,C5 IS Int,166452.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS1,2025-07-02,C5 IS Int,169504.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS2,2025-07-02,C5 IS Int,170132.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS3,2025-07-02,C5 IS Int,146871.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS1,2025-07-02,C5 IS Int,168298.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS2,2025-07-02,C5 IS Int,162067.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS3,2025-07-02,C5 IS Int,155392.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS1,2025-07-02,C5 IS Int,165926.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS2,2025-07-02,C5 IS Int,158057.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS3,2025-07-02,C5 IS Int,154352.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS1,2025-07-02,C5 IS Int,168776.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS2,2025-07-02,C5 IS Int,153732.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS3,2025-07-02,C5 IS Int,149044.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS1,2025-07-02,C5 IS Int,160672.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS2,2025-07-02,C5 IS Int,159925.0
ENBS_250702_BATCH,SCIEX-Gromit,ENBS3,2025-07-02,C5 IS Int,151078.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS1,2025-07-03,C5 IS Int,173344.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS2,2025-07-03,C5 IS Int,158972.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS3,2025-07-03,C5 IS Int,158723.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS1,2025-07-03,C5 IS Int,163415.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS2,2025-07-03,C5 IS Int,172731.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS3,2025-07-03,C5 IS Int,157864.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS1,2025-07-03,C5 IS Int,175658.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS2,2025-07-03,C5 IS Int,173767.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS3,2025-07-03,C5 IS Int,163875.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS1,2025-07-03,C5 IS Int,164232.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS2,2025-07-03,C5 IS Int,164854.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS3,2025-07-03,C5 IS Int,158540.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS1,2025-07-03,C5 IS Int,169952.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS2,2025-07-03,C5 IS Int,174694.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS3,2025-07-03,C5 IS Int,165966.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS1,2025-07-03,C5 IS Int,168049.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS2,2025-07-03,C5 IS Int,162577.0
ENBS_250703_BATCH,SCIEX-Wallace,ENBS3,2025-07-03,C5 IS Int,166188.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS1,2025-07-04,C5 IS Int,197462.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS2,2025-07-04,C5 IS Int,181583.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS3,2025-07-04,C5 IS Int,155738.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS1,2025-07-04,C5 IS Int,170984.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS2,2025-07-04,C5 IS Int,154652.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS3,2025-07-04,C5 IS Int,153801.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS1,2025-07-04,C5 IS Int,177290.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS2,2025-07-04,C5 IS Int,162101.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS3,2025-07-04,C5 IS Int,158847.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS1,2025-07-04,C5 IS Int,171623.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS2,2025-07-04,C5 IS Int,172009.0
ENBS_250704_BATCH,SCIEX-Gromit,ENBS3,2025-07-04,C5 IS Int,154485.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS1,2025-07-07,C5 IS Int,168675.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS2,2025-07-07,C5 IS Int,158606.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS3,2025-07-07,C5 IS Int,148773.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS1,2025-07-07,C5 IS Int,166287.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS2,2025-07-07,C5 IS Int,154702.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS3,2025-07-07,C5 IS Int,153982.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS1,2025-07-07,C5 IS Int,161235.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS2,2025-07-07,C5 IS Int,153557.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS3,2025-07-07,C5 IS Int,150548.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS1,2025-07-07,C5 IS Int,162705.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS2,2025-07-07,C5 IS Int,155417.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS3,2025-07-07,C5 IS Int,165888.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS1,2025-07-07,C5 IS Int,168796.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS2,2025-07-07,C5 IS Int,152868.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS3,2025-07-07,C5 IS Int,149845.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS1,2025-07-07,C5 IS Int,160570.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS2,2025-07-07,C5 IS Int,156170.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS3,2025-07-07,C5 IS Int,162606.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS1,2025-07-07,C5 IS Int,165224.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS2,2025-07-07,C5 IS Int,158749.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS3,2025-07-07,C5 IS Int,157843.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS1,2025-07-07,C5 IS Int,166206.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS2,2025-07-07,C5 IS Int,152410.0
ENBS_250707_BATCH,SCIEX-Wallace,ENBS3,2025-07-07,C5 IS Int,156122.0
ENBS_250708_RTST2,SCIEX-Gromit,enbs1,2025-07-08,C5 IS Int,195739.0
ENBS_250708_RTST2,SCIEX-Gromit,enbs2,2025-07-08,C5 IS Int,175911.0
ENBS_250708_RTST2,SCIEX-Gromit,enbs3,2025-07-08,C5 IS Int,165615.0
ENBS_250708_RTST2,SCIEX-Gromit,enbs1,2025-07-08,C5 IS Int,172474.0
ENBS_250708_RTST2,SCIEX-Gromit,enbs2,2025-07-08,C5 IS Int,165054.0
ENBS_250708_RTST2,SCIEX-Gromit,enbs3,2025-07-08,C5 IS Int,163137.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS1,2025-07-08,C5 IS Int,189966.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS2,2025-07-08,C5 IS Int,162922.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS3,2025-07-08,C5 IS Int,159667.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS1,2025-07-08,C5 IS Int,181173.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS2,2025-07-08,C5 IS Int,167139.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS3,2025-07-08,C5 IS Int,167712.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS1,2025-07-08,C5 IS Int,168485.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS2,2025-07-08,C5 IS Int,171348.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS3,2025-07-08,C5 IS Int,173024.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS1,2025-07-08,C5 IS Int,171747.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS2,2025-07-08,C5 IS Int,169162.0
ENBS_250708_BATCH,SCIEX-Gromit,ENBS3,2025-07-08,C5 IS Int,159233.0
ENBS_250708_ISCHK,SCIEX-Gromit,ENBS1,2025-07-08,C5 IS Int,174562.0
ENBS_250708_ISCHK,SCIEX-Gromit,ENBS2,2025-07-08,C5 IS Int,149814.0
ENBS_250708_ISCHK,SCIEX-Gromit,ENBS3,2025-07-08,C5 IS Int,145937.0
ENBS_250708_ISCHK,SCIEX-Gromit,ENBS1,2025-07-08,C5 IS Int,160322.0
ENBS_250708_ISCHK,SCIEX-Gromit,ENBS2,2025-07-08,C5 IS Int,153343.0
ENBS_250708_ISCHK,SCIEX-Gromit,ENBS3,2025-07-08,C5 IS Int,159459.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS1,2025-07-09,C5 IS Int,204902.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS2,2025-07-09,C5 IS Int,177973.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS3,2025-07-09,C5 IS Int,167015.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS1,2025-07-09,C5 IS Int,168675.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS2,2025-07-09,C5 IS Int,165764.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS3,2025-07-09,C5 IS Int,164083.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS1,2025-07-09,C5 IS Int,176894.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS2,2025-07-09,C5 IS Int,166635.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS3,2025-07-09,C5 IS Int,159578.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS1,2025-07-09,C5 IS Int,169982.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS2,2025-07-09,C5 IS Int,177753.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS3,2025-07-09,C5 IS Int,164164.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS1,2025-07-09,C5 IS Int,180082.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS2,2025-07-09,C5 IS Int,165524.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS3,2025-07-09,C5 IS Int,167405.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS1,2025-07-09,C5 IS Int,176185.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS2,2025-07-09,C5 IS Int,173697.0
ENBS_250709_BATCH,SCIEX-Gromit,ENBS3,2025-07-09,C5 IS Int,160769.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS1,2025-07-10,C5 IS Int,163687.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS2,2025-07-10,C5 IS Int,157437.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS3,2025-07-10,C5 IS Int,164267.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS1,2025-07-10,C5 IS Int,159454.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS2,2025-07-10,C5 IS Int,156035.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS3,2025-07-10,C5 IS Int,159662.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS1,2025-07-10,C5 IS Int,161607.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS2,2025-07-10,C5 IS Int,157813.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS3,2025-07-10,C5 IS Int,158021.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS1,2025-07-10,C5 IS Int,167241.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS2,2025-07-10,C5 IS Int,156546.0
ENBS_250710_BATCH,SCIEX-Wallace,ENBS3,2025-07-10,C5 IS Int,157433.0
ENBS_250711_BATCH,SCIEX-Wallace,ENBS1,2025-07-11,C5 IS Int,143703.0
ENBS_250711_BATCH,SCIEX-Wallace,ENBS2,2025-07-11,C5 IS Int,152006.0
ENBS_250711_BATCH,SCIEX-Wallace,ENBS3,2025-07-11,C5 IS Int,157667.0
ENBS_250711_BATCH,SCIEX-Wallace,ENBS1,2025-07-11,C5 IS Int,163425.0
ENBS_250711_BATCH,SCIEX-Wallace,ENBS2,2025-07-11,C5 IS Int,163490.0
ENBS_250711_BATCH,SCIEX-Wallace,ENBS3,2025-07-11,C5 IS Int,163699.0
ENBS_250711_BATCH,SCIEX-Wallace,ENBS1,2025-07-11,C5 IS Int,161295.0
ENBS_250711_BATCH,SCIEX-Wallace,ENBS2,2025-07-11,C5 IS Int,154975.0
ENBS_250711_BATCH,SCIEX-Wallace,ENBS3,2025-07-11,C5 IS Int,163022.0
ENBS_250711_BATCH,SCIEX-Wallace,ENBS1,2025-07-11,C5 IS Int,160059.0
ENBS_250711_BATCH,SCIEX-Wallace,ENBS2,2025-07-11,C5 IS Int,149603.0
